density_sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,density_t_m3
CA-C02-008-D0004,CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,89.981601188,90.981601188,1.000000000,2.708840516
CA-C02-008-D0005,CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,114.981601188,115.981601188,1.000000000,2.671095152
CA-C02-008-D0006,CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,139.981601188,140.981601188,1.000000000,2.619898671
CA-C02-008-D0007,CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,164.981601188,165.981601188,1.000000000,2.640137519
CA-C02-008-D0008,CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,189.981601188,190.981601188,1.000000000,2.632068572
CA-C02-008-D0009,CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,214.981601188,215.981601188,1.000000000,2.633587897
CA-C02-008-D0010,CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,239.981601188,240.981601188,1.000000000,2.654482673
CA-C02-008-D0011,CA-C02-008,DS01,cerro_azul,CAMPAIGN_02,264.981601188,265.981601188,1.000000000,2.670414832
CA-C02-009-D0001,CA-C02-009,DS01,cerro_azul,CAMPAIGN_02,23.774696566,24.774696566,1.000000000,2.714888742
CA-C02-009-D0002,CA-C02-009,DS01,cerro_azul,CAMPAIGN_02,48.774696566,49.774696566,1.000000000,2.662525817
CA-C02-009-D0003,CA-C02-009,DS01,cerro_azul,CAMPAIGN_02,73.774696566,74.774696566,1.000000000,2.665237269
CA-C02-009-D0004,CA-C02-009,DS01,cerro_azul,CAMPAIGN_02,98.774696566,99.774696566,1.000000000,2.654267211
CA-C02-009-D0005,CA-C02-009,DS01,cerro_azul,CAMPAIGN_02,123.774696566,124.774696566,1.000000000,2.635889605
CA-C02-009-D0006,CA-C02-009,DS01,cerro_azul,CAMPAIGN_02,148.774696566,149.774696566,1.000000000,2.658762252
CA-C02-009-D0007,CA-C02-009,DS01,cerro_azul,CAMPAIGN_02,173.774696566,174.774696566,1.000000000,2.638273944
CA-C02-010-D0001,CA-C02-010,DS01,cerro_azul,CAMPAIGN_02,9.628908747,10.628908747,1.000000000,2.694596659
CA-C02-010-D0002,CA-C02-010,DS01,cerro_azul,CAMPAIGN_02,34.628908747,35.628908747,1.000000000,2.650674296
CA-C02-010-D0003,CA-C02-010,DS01,cerro_azul,CAMPAIGN_02,59.628908747,60.628908747,1.000000000,2.673168671
CA-C02-010-D0004,CA-C02-010,DS01,cerro_azul,CAMPAIGN_02,84.628908747,85.628908747,1.000000000,2.674980195
CA-C02-010-D0005,CA-C02-010,DS01,cerro_azul,CAMPAIGN_02,109.628908747,110.628908747,1.000000000,2.650698785
CA-C02-010-D0006,CA-C02-010,DS01,cerro_azul,CAMPAIGN_02,134.628908747,135.628908747,1.000000000,2.672007800
CA-C02-010-D0007,CA-C02-010,DS01,cerro_azul,CAMPAIGN_02,159.628908747,160.628908747,1.000000000,2.658316086
CA-C02-010-D0008,CA-C02-010,DS01,cerro_azul,CAMPAIGN_02,184.628908747,185.628908747,1.000000000,2.640139300
CA-C02-011-D0001,CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,3.468207108,4.468207108,1.000000000,2.400504447
CA-C02-011-D0002,CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,28.468207108,29.468207108,1.000000000,2.706764708
CA-C02-011-D0003,CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,53.468207108,54.468207108,1.000000000,2.684767089
CA-C02-011-D0004,CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,78.468207108,79.468207108,1.000000000,2.665609527
CA-C02-011-D0005,CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,103.468207108,104.468207108,1.000000000,2.633283704
CA-C02-011-D0006,CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,128.468207108,129.468207108,1.000000000,2.649196448
CA-C02-011-D0007,CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,153.468207108,154.468207108,1.000000000,2.633052567
CA-C02-011-D0008,CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,178.468207108,179.468207108,1.000000000,2.660668602
CA-C02-011-D0009,CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,203.468207108,204.468207108,1.000000000,2.617982295
CA-C02-011-D0010,CA-C02-011,DS01,cerro_azul,CAMPAIGN_02,228.468207108,229.468207108,1.000000000,2.660070528
CA-C02-012-D0001,CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,12.164928667,13.164928667,1.000000000,2.696449372
CA-C02-012-D0002,CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,37.164928667,38.164928667,1.000000000,2.693146871
CA-C02-012-D0003,CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,62.164928667,63.164928667,1.000000000,2.709457103
CA-C02-012-D0004,CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,87.164928667,88.164928667,1.000000000,2.709516945
CA-C02-012-D0005,CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,112.164928667,113.164928667,1.000000000,2.676106352
CA-C02-012-D0006,CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,137.164928667,138.164928667,1.000000000,2.734200233
CA-C02-012-D0007,CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,162.164928667,163.164928667,1.000000000,2.644656158
CA-C02-012-D0008,CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,187.164928667,188.164928667,1.000000000,2.647948978
CA-C02-012-D0009,CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,212.164928667,213.164928667,1.000000000,2.628953170
CA-C02-012-D0010,CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,237.164928667,238.164928667,1.000000000,2.663177775
CA-C02-012-D0011,CA-C02-012,DS01,cerro_azul,CAMPAIGN_02,262.164928667,263.164928667,1.000000000,2.654709026
CA-C03-001-D0001,CA-C03-001,DS01,cerro_azul,CAMPAIGN_03,0.615110958,1.615110958,1.000000000,2.304915167
CA-C03-001-D0002,CA-C03-001,DS01,cerro_azul,CAMPAIGN_03,25.615110958,26.615110958,1.000000000,2.644812182
CA-C03-001-D0003,CA-C03-001,DS01,cerro_azul,CAMPAIGN_03,50.615110958,51.615110958,1.000000000,2.650175265
CA-C03-001-D0004,CA-C03-001,DS01,cerro_azul,CAMPAIGN_03,75.615110958,76.615110958,1.000000000,2.654291431
CA-C03-001-D0005,CA-C03-001,DS01,cerro_azul,CAMPAIGN_03,100.615110958,101.615110958,1.000000000,2.670948140
CA-C03-001-D0006,CA-C03-001,DS01,cerro_azul,CAMPAIGN_03,125.615110958,126.615110958,1.000000000,2.624880151
CA-C03-001-D0007,CA-C03-001,DS01,cerro_azul,CAMPAIGN_03,150.615110958,151.615110958,1.000000000,2.589060305
CA-C03-001-D0008,CA-C03-001,DS01,cerro_azul,CAMPAIGN_03,175.615110958,176.615110958,1.000000000,2.608605243
CA-C03-002-D0001,CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,7.782127659,8.782127659,1.000000000,2.699915632
CA-C03-002-D0002,CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,32.782127659,33.782127659,1.000000000,2.670043475
CA-C03-002-D0003,CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,57.782127659,58.782127659,1.000000000,2.654696838
CA-C03-002-D0004,CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,82.782127659,83.782127659,1.000000000,2.655072557
CA-C03-002-D0005,CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,107.782127659,108.782127659,1.000000000,2.703103144
CA-C03-002-D0006,CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,132.782127659,133.782127659,1.000000000,2.636594696
CA-C03-002-D0007,CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,157.782127659,158.782127659,1.000000000,2.616699368
CA-C03-002-D0008,CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,182.782127659,183.782127659,1.000000000,2.613542198
CA-C03-002-D0009,CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,207.782127659,208.782127659,1.000000000,2.605134518
CA-C03-002-D0010,CA-C03-002,DS01,cerro_azul,CAMPAIGN_03,232.782127659,233.782127659,1.000000000,2.554479106
CA-C03-003-D0001,CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,10.391981843,11.391981843,1.000000000,2.687786378
CA-C03-003-D0002,CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,35.391981843,36.391981843,1.000000000,2.622715123
CA-C03-003-D0003,CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,60.391981843,61.391981843,1.000000000,2.636274586
CA-C03-003-D0004,CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,85.391981843,86.391981843,1.000000000,2.625382937
CA-C03-003-D0005,CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,110.391981843,111.391981843,1.000000000,2.654415084
CA-C03-003-D0006,CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,135.391981843,136.391981843,1.000000000,2.650820420
CA-C03-003-D0007,CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,160.391981843,161.391981843,1.000000000,2.608777583
CA-C03-003-D0008,CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,185.391981843,186.391981843,1.000000000,2.584559907
CA-C03-003-D0009,CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,210.391981843,211.391981843,1.000000000,2.603548157
CA-C03-003-D0010,CA-C03-003,DS01,cerro_azul,CAMPAIGN_03,235.391981843,236.391981843,1.000000000,2.600900903
CA-C03-004-D0001,CA-C03-004,DS01,cerro_azul,CAMPAIGN_03,12.916217676,13.916217676,1.000000000,2.645504365
CA-C03-004-D0002,CA-C03-004,DS01,cerro_azul,CAMPAIGN_03,37.916217676,38.916217676,1.000000000,2.641300400
CA-C03-004-D0003,CA-C03-004,DS01,cerro_azul,CAMPAIGN_03,62.916217676,63.916217676,1.000000000,2.672704812
CA-C03-004-D0004,CA-C03-004,DS01,cerro_azul,CAMPAIGN_03,87.916217676,88.916217676,1.000000000,2.667400637
CA-C03-004-D0005,CA-C03-004,DS01,cerro_azul,CAMPAIGN_03,112.916217676,113.916217676,1.000000000,2.679694027
CA-C03-004-D0006,CA-C03-004,DS01,cerro_azul,CAMPAIGN_03,137.916217676,138.916217676,1.000000000,2.596768163
CA-C03-004-D0007,CA-C03-004,DS01,cerro_azul,CAMPAIGN_03,162.916217676,163.916217676,1.000000000,2.608858097
CA-C03-004-D0008,CA-C03-004,DS01,cerro_azul,CAMPAIGN_03,187.916217676,188.916217676,1.000000000,2.575691387
