sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,cu_pct,mo_pct,au_gt
CA-C01-008-A0081,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,160.000000000,162.000000000,2.000000000,0.046531737,0.000000000,0.000000000
CA-C01-008-A0082,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,162.000000000,164.000000000,2.000000000,0.038714313,0.000000000,0.000000000
CA-C01-008-A0083,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,164.000000000,166.000000000,2.000000000,0.045348851,0.000000000,0.000000000
CA-C01-008-A0084,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,166.000000000,168.000000000,2.000000000,0.045591534,0.000000000,0.000000000
CA-C01-008-A0085,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,168.000000000,170.000000000,2.000000000,0.048316808,0.000000000,0.000000000
CA-C01-008-A0086,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,170.000000000,172.000000000,2.000000000,0.044532652,0.000000000,0.000000000
CA-C01-008-A0087,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,172.000000000,174.000000000,2.000000000,0.048023357,0.000000000,0.000000000
CA-C01-008-A0088,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,174.000000000,176.000000000,2.000000000,0.044809548,0.000000000,0.000000000
CA-C01-008-A0089,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,176.000000000,178.000000000,2.000000000,0.051751158,0.000000000,0.000000000
CA-C01-008-A0090,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,178.000000000,180.000000000,2.000000000,0.049149459,0.000000000,0.000000000
CA-C01-008-A0091,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,180.000000000,182.000000000,2.000000000,0.048729040,0.000000000,0.000000000
CA-C01-008-A0092,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,182.000000000,184.000000000,2.000000000,0.052892429,0.000000000,0.000000000
CA-C01-008-A0093,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,184.000000000,186.000000000,2.000000000,0.051156112,0.000000000,0.000000000
CA-C01-008-A0094,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,186.000000000,188.000000000,2.000000000,0.053508196,0.000000000,0.000000000
CA-C01-008-A0095,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,188.000000000,190.000000000,2.000000000,0.051073587,0.000000000,0.000000000
CA-C01-008-A0096,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,190.000000000,192.000000000,2.000000000,0.055035407,0.000000000,0.000000000
CA-C01-008-A0097,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,192.000000000,194.000000000,2.000000000,0.053019545,0.000000000,0.000000000
CA-C01-008-A0098,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,194.000000000,196.000000000,2.000000000,0.056104841,0.000000000,0.000000000
CA-C01-008-A0099,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,196.000000000,198.000000000,2.000000000,0.057664006,0.000000000,0.000000000
CA-C01-008-A0100,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,198.000000000,200.000000000,2.000000000,0.058305336,0.000000000,0.000000000
CA-C01-008-A0101,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,200.000000000,202.000000000,2.000000000,0.060359617,0.000000000,0.000000000
CA-C01-008-A0102,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,202.000000000,204.000000000,2.000000000,0.060047688,0.000000000,0.000000000
CA-C01-008-A0103,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,204.000000000,206.000000000,2.000000000,0.058491836,0.000000000,0.000000000
CA-C01-008-A0104,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,206.000000000,208.000000000,2.000000000,0.058898660,0.000000000,0.000000000
CA-C01-008-A0105,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,208.000000000,210.000000000,2.000000000,0.062381385,0.000000000,0.000000000
CA-C01-008-A0106,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,210.000000000,212.000000000,2.000000000,0.062150646,0.000000000,0.000000000
CA-C01-008-A0107,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,212.000000000,214.000000000,2.000000000,0.057812349,0.000000000,0.000000000
CA-C01-008-A0108,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,214.000000000,216.000000000,2.000000000,0.065399907,0.000000000,0.000000000
CA-C01-008-A0109,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,216.000000000,218.000000000,2.000000000,0.069104396,0.000000000,0.000000000
CA-C01-008-A0110,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,218.000000000,220.000000000,2.000000000,0.065642085,0.000000000,0.000000000
CA-C01-008-A0111,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,220.000000000,222.000000000,2.000000000,0.060429478,0.000000000,0.000000000
CA-C01-008-A0112,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,222.000000000,224.000000000,2.000000000,0.067525455,0.000000000,0.000000000
CA-C01-008-A0113,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,224.000000000,226.000000000,2.000000000,0.066092730,0.000000000,0.000000000
CA-C01-008-A0114,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,226.000000000,228.000000000,2.000000000,0.062560005,0.000000000,0.000000000
CA-C01-008-A0115,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,228.000000000,230.000000000,2.000000000,0.069009067,0.000000000,0.000000000
CA-C01-008-A0116,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,230.000000000,232.000000000,2.000000000,0.065715033,0.000000000,0.000000000
CA-C01-008-A0117,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,232.000000000,234.000000000,2.000000000,0.068942059,0.000000000,0.000000000
CA-C01-008-A0118,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,234.000000000,236.000000000,2.000000000,0.072327450,0.000000000,0.000000000
CA-C01-008-A0119,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,236.000000000,238.000000000,2.000000000,0.071676791,0.000000000,0.000000000
CA-C01-008-A0120,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,238.000000000,240.000000000,2.000000000,0.071941873,0.000000000,0.000000000
CA-C01-008-A0121,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,240.000000000,242.000000000,2.000000000,0.069375756,0.000000000,0.000000000
CA-C01-008-A0122,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,242.000000000,244.000000000,2.000000000,0.073305697,0.000000000,0.000000000
CA-C01-008-A0123,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,244.000000000,246.000000000,2.000000000,0.071055011,0.000000000,0.000000000
CA-C01-008-A0124,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,246.000000000,248.000000000,2.000000000,0.074259106,0.000000000,0.000000000
CA-C01-008-A0125,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,248.000000000,250.000000000,2.000000000,0.075491674,0.000000000,0.000000000
CA-C01-008-A0126,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,250.000000000,252.000000000,2.000000000,0.071833281,0.000000000,0.000000000
CA-C01-008-A0127,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,252.000000000,254.000000000,2.000000000,0.070673267,0.000000000,0.000000000
CA-C01-008-A0128,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,254.000000000,256.000000000,2.000000000,0.075143690,0.000000000,0.000000000
CA-C01-008-A0129,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,256.000000000,258.000000000,2.000000000,0.073593599,0.000000000,0.000000000
CA-C01-008-A0130,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,258.000000000,260.000000000,2.000000000,0.070415831,0.000000000,0.000000000
CA-C01-008-A0131,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,260.000000000,262.000000000,2.000000000,0.089075756,0.000000000,0.000000000
CA-C01-008-A0132,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,262.000000000,264.000000000,2.000000000,0.072021899,0.000000000,0.000000000
CA-C01-008-A0133,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,264.000000000,266.000000000,2.000000000,0.071848251,0.000000000,0.000000000
CA-C01-008-A0134,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,266.000000000,268.000000000,2.000000000,0.077755601,0.000000000,0.000000000
CA-C01-008-A0135,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,268.000000000,270.000000000,2.000000000,0.072443325,0.000000000,0.000000000
CA-C01-008-A0136,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,270.000000000,272.000000000,2.000000000,0.080315242,0.000000000,0.000000000
CA-C01-008-A0137,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,272.000000000,274.000000000,2.000000000,0.079974090,0.000000000,0.000000000
CA-C01-008-A0138,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,274.000000000,276.000000000,2.000000000,0.079986557,0.000000000,0.000000000
CA-C01-008-A0139,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,276.000000000,278.000000000,2.000000000,0.080636098,0.000000000,0.000000000
CA-C01-008-A0140,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,278.000000000,280.000000000,2.000000000,0.079640709,0.000000000,0.000000000
CA-C01-008-A0141,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,280.000000000,282.000000000,2.000000000,0.076690626,0.000000000,0.000000000
CA-C01-008-A0142,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,282.000000000,284.000000000,2.000000000,0.079408987,0.000000000,0.000000000
CA-C01-008-A0143,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,284.000000000,286.000000000,2.000000000,0.077009086,0.000000000,0.000000000
CA-C01-008-A0144,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,286.000000000,288.000000000,2.000000000,0.082488326,0.000000000,0.000000000
CA-C01-008-A0145,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,288.000000000,290.000000000,2.000000000,0.079285250,0.000000000,0.000000000
CA-C01-008-A0146,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,290.000000000,292.000000000,2.000000000,0.075666847,0.000000000,0.000000000
CA-C01-008-A0147,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,292.000000000,294.000000000,2.000000000,0.077364904,0.000000000,0.000000000
CA-C01-008-A0148,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,294.000000000,296.000000000,2.000000000,0.076553881,0.000000000,0.000000000
CA-C01-008-A0149,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,296.000000000,298.000000000,2.000000000,0.081393283,0.000000000,0.000000000
CA-C01-008-A0150,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,298.000000000,300.000000000,2.000000000,0.079770751,0.000000000,0.000000000
CA-C01-008-A0151,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,300.000000000,302.000000000,2.000000000,0.073196424,0.000000000,0.000000000
CA-C01-008-A0152,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,302.000000000,304.000000000,2.000000000,0.072908691,0.000000000,0.000000000
CA-C01-008-A0153,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,304.000000000,306.000000000,2.000000000,0.082113344,0.000000000,0.000000000
CA-C01-008-A0154,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,306.000000000,308.000000000,2.000000000,0.074896290,0.000000000,0.000000000
CA-C01-008-A0155,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,308.000000000,310.000000000,2.000000000,0.074918549,0.000000000,0.000000000
CA-C01-008-A0156,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,310.000000000,312.000000000,2.000000000,0.077288582,0.000000000,0.000000000
CA-C01-008-A0157,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,312.000000000,314.000000000,2.000000000,0.074894455,0.000000000,0.000000000
CA-C01-008-A0158,CA-C01-008,DS01,cerro_azul,CAMPAIGN_01,314.000000000,315.062015269,1.062015269,0.081210361,0.000000000,0.000000000
CA-C01-009-A0001,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,0.000000000,2.000000000,2.000000000,0.043924218,0.000000000,0.000000000
CA-C01-009-A0002,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,2.000000000,4.000000000,2.000000000,0.038996722,0.000000000,0.000000000
CA-C01-009-A0003,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,4.000000000,6.000000000,2.000000000,0.039166489,0.000000000,0.000000000
CA-C01-009-A0004,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,6.000000000,8.000000000,2.000000000,0.039841613,0.000000000,0.000000000
CA-C01-009-A0005,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,8.000000000,10.000000000,2.000000000,0.039615820,0.000000000,0.000000000
CA-C01-009-A0006,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,10.000000000,12.000000000,2.000000000,0.046764217,0.000000000,0.000000000
CA-C01-009-A0007,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,12.000000000,14.000000000,2.000000000,0.040473422,0.000000000,0.000000000
CA-C01-009-A0008,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,14.000000000,16.000000000,2.000000000,0.046416941,0.000000000,0.000000000
CA-C01-009-A0009,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,16.000000000,18.000000000,2.000000000,0.048977173,0.000000000,0.000000000
CA-C01-009-A0010,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,18.000000000,20.000000000,2.000000000,0.047182307,0.000000000,0.000000000
CA-C01-009-A0011,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,20.000000000,22.000000000,2.000000000,0.047408083,0.000000000,0.000000000
CA-C01-009-A0012,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,22.000000000,24.000000000,2.000000000,0.048859948,0.000000000,0.000000000
CA-C01-009-A0013,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,24.000000000,26.000000000,2.000000000,0.053791762,0.000000000,0.000000000
CA-C01-009-A0014,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,26.000000000,28.000000000,2.000000000,0.050311029,0.000000000,0.000000000
CA-C01-009-A0015,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,28.000000000,30.000000000,2.000000000,0.050813987,0.000000000,0.000000000
CA-C01-009-A0016,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,30.000000000,32.000000000,2.000000000,0.048225662,0.000000000,0.000000000
CA-C01-009-A0017,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,32.000000000,34.000000000,2.000000000,0.049074580,0.000000000,0.000000000
CA-C01-009-A0018,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,34.000000000,36.000000000,2.000000000,0.052198750,0.000000000,0.000000000
CA-C01-009-A0019,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,36.000000000,38.000000000,2.000000000,0.054090632,0.000000000,0.000000000
CA-C01-009-A0020,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,38.000000000,40.000000000,2.000000000,0.053203673,0.000000000,0.000000000
CA-C01-009-A0021,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,40.000000000,42.000000000,2.000000000,0.056304696,0.000000000,0.000000000
CA-C01-009-A0022,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,42.000000000,44.000000000,2.000000000,0.049147130,0.000000000,0.000000000
CA-C01-009-A0023,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,44.000000000,46.000000000,2.000000000,0.050594849,0.000000000,0.000000000
CA-C01-009-A0024,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,46.000000000,48.000000000,2.000000000,0.051563935,0.000000000,0.000000000
CA-C01-009-A0025,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,48.000000000,50.000000000,2.000000000,0.055289405,0.000000000,0.000000000
CA-C01-009-A0026,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,50.000000000,52.000000000,2.000000000,0.057199623,0.000000000,0.000000000
CA-C01-009-A0027,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,52.000000000,54.000000000,2.000000000,0.055007576,0.000000000,0.000000000
CA-C01-009-A0028,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,54.000000000,56.000000000,2.000000000,0.058042812,0.000000000,0.000000000
CA-C01-009-A0029,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,56.000000000,58.000000000,2.000000000,0.055422589,0.000000000,0.000000000
CA-C01-009-A0030,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,58.000000000,60.000000000,2.000000000,0.057427580,0.000000000,0.000000000
CA-C01-009-A0031,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,60.000000000,62.000000000,2.000000000,0.058821258,0.000000000,0.000000000
CA-C01-009-A0032,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,62.000000000,64.000000000,2.000000000,0.058789396,0.000000000,0.000000000
CA-C01-009-A0033,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,64.000000000,66.000000000,2.000000000,0.055765943,0.000000000,0.000000000
CA-C01-009-A0034,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,66.000000000,68.000000000,2.000000000,0.061108185,0.000000000,0.000000000
CA-C01-009-A0035,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,68.000000000,70.000000000,2.000000000,0.059333915,0.000000000,0.000000000
CA-C01-009-A0036,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,70.000000000,72.000000000,2.000000000,0.061219962,0.000000000,0.000000000
CA-C01-009-A0037,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,72.000000000,74.000000000,2.000000000,0.057003894,0.000000000,0.000000000
CA-C01-009-A0038,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,74.000000000,76.000000000,2.000000000,0.060653504,0.000000000,0.000000000
CA-C01-009-A0039,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,76.000000000,78.000000000,2.000000000,0.062112373,0.000000000,0.000000000
CA-C01-009-A0040,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,78.000000000,80.000000000,2.000000000,0.062826696,0.000000000,0.000000000
CA-C01-009-A0041,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,80.000000000,82.000000000,2.000000000,0.065158980,0.000000000,0.000000000
CA-C01-009-A0042,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,82.000000000,84.000000000,2.000000000,0.064149012,0.000000000,0.000000000
CA-C01-009-A0043,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,84.000000000,86.000000000,2.000000000,0.064712348,0.000000000,0.000000000
CA-C01-009-A0044,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,86.000000000,88.000000000,2.000000000,0.066614429,0.000000000,0.000000000
CA-C01-009-A0045,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,88.000000000,90.000000000,2.000000000,0.060753635,0.000000000,0.000000000
CA-C01-009-A0046,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,90.000000000,92.000000000,2.000000000,0.063970108,0.000000000,0.000000000
CA-C01-009-A0047,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,92.000000000,94.000000000,2.000000000,0.065015174,0.000000000,0.000000000
CA-C01-009-A0048,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,94.000000000,96.000000000,2.000000000,0.067082654,0.000000000,0.000000000
CA-C01-009-A0049,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,96.000000000,98.000000000,2.000000000,0.060267754,0.000000000,0.000000000
CA-C01-009-A0050,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,98.000000000,100.000000000,2.000000000,0.069006021,0.000000000,0.000000000
CA-C01-009-A0051,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,100.000000000,102.000000000,2.000000000,0.067154560,0.000000000,0.000000000
CA-C01-009-A0052,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,102.000000000,104.000000000,2.000000000,0.064376904,0.000000000,0.000000000
CA-C01-009-A0053,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,104.000000000,106.000000000,2.000000000,0.061361520,0.000000000,0.000000000
CA-C01-009-A0054,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,106.000000000,108.000000000,2.000000000,0.065970079,0.000000000,0.000000000
CA-C01-009-A0055,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,108.000000000,110.000000000,2.000000000,0.055551403,0.000000000,0.000000000
CA-C01-009-A0056,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,110.000000000,112.000000000,2.000000000,0.063064372,0.000000000,0.000000000
CA-C01-009-A0057,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,112.000000000,114.000000000,2.000000000,0.062083255,0.000000000,0.000000000
CA-C01-009-A0058,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,114.000000000,116.000000000,2.000000000,0.070045965,0.000000000,0.000000000
CA-C01-009-A0059,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,116.000000000,118.000000000,2.000000000,0.063671324,0.000000000,0.000000000
CA-C01-009-A0060,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,118.000000000,120.000000000,2.000000000,0.063402991,0.000000000,0.000000000
CA-C01-009-A0061,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,120.000000000,122.000000000,2.000000000,0.063142197,0.000000000,0.000000000
CA-C01-009-A0062,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,122.000000000,124.000000000,2.000000000,0.062622869,0.000000000,0.000000000
CA-C01-009-A0063,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,124.000000000,126.000000000,2.000000000,0.060889343,0.000000000,0.000000000
CA-C01-009-A0064,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,126.000000000,128.000000000,2.000000000,0.064418222,0.000000000,0.000000000
CA-C01-009-A0065,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,128.000000000,130.000000000,2.000000000,0.068096838,0.000000000,0.000000000
CA-C01-009-A0066,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,130.000000000,132.000000000,2.000000000,0.061335759,0.000000000,0.000000000
CA-C01-009-A0067,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,132.000000000,134.000000000,2.000000000,0.066040921,0.000000000,0.000000000
CA-C01-009-A0068,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,134.000000000,136.000000000,2.000000000,0.063031443,0.000000000,0.000000000
CA-C01-009-A0069,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,136.000000000,138.000000000,2.000000000,0.064661851,0.000000000,0.000000000
CA-C01-009-A0070,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,138.000000000,140.000000000,2.000000000,0.059219035,0.000000000,0.000000000
CA-C01-009-A0071,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,140.000000000,142.000000000,2.000000000,0.058421082,0.000000000,0.000000000
CA-C01-009-A0072,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,142.000000000,144.000000000,2.000000000,0.063367033,0.000000000,0.000000000
CA-C01-009-A0073,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,144.000000000,146.000000000,2.000000000,0.062340258,0.000000000,0.000000000
CA-C01-009-A0074,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,146.000000000,148.000000000,2.000000000,0.064520307,0.000000000,0.000000000
CA-C01-009-A0075,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,148.000000000,150.000000000,2.000000000,0.058689813,0.000000000,0.000000000
CA-C01-009-A0076,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,150.000000000,152.000000000,2.000000000,0.058561366,0.000000000,0.000000000
CA-C01-009-A0077,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,152.000000000,154.000000000,2.000000000,0.063341385,0.000000000,0.000000000
CA-C01-009-A0078,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,154.000000000,156.000000000,2.000000000,0.063031912,0.000000000,0.000000000
CA-C01-009-A0079,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,156.000000000,158.000000000,2.000000000,0.056331789,0.000000000,0.000000000
CA-C01-009-A0080,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,158.000000000,160.000000000,2.000000000,0.060630716,0.000000000,0.000000000
CA-C01-009-A0081,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,160.000000000,162.000000000,2.000000000,0.058853775,0.000000000,0.000000000
CA-C01-009-A0082,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,162.000000000,164.000000000,2.000000000,0.057041655,0.000000000,0.000000000
CA-C01-009-A0083,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,164.000000000,166.000000000,2.000000000,0.057648970,0.000000000,0.000000000
CA-C01-009-A0084,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,166.000000000,168.000000000,2.000000000,0.059091495,0.000000000,0.000000000
CA-C01-009-A0085,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,168.000000000,170.000000000,2.000000000,0.061595811,0.000000000,0.000000000
CA-C01-009-A0086,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,170.000000000,172.000000000,2.000000000,0.057463064,0.000000000,0.000000000
CA-C01-009-A0087,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,172.000000000,174.000000000,2.000000000,0.056983317,0.000000000,0.000000000
CA-C01-009-A0088,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,174.000000000,176.000000000,2.000000000,0.052843550,0.000000000,0.000000000
CA-C01-009-A0089,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,176.000000000,178.000000000,2.000000000,0.052189906,0.000000000,0.000000000
CA-C01-009-A0090,CA-C01-009,DS01,cerro_azul,CAMPAIGN_01,178.000000000,180.000000000,2.000000000,0.055444789,0.000000000,0.000000000
CA-C01-010-A0001,CA-C01-010,DS01,cerro_azul,CAMPAIGN_01,0.000000000,2.000000000,2.000000000,0.188911836,0.000000000,0.000000000
CA-C01-010-A0002,CA-C01-010,DS01,cerro_azul,CAMPAIGN_01,2.000000000,4.000000000,2.000000000,0.187428459,0.000000000,0.000000000
CA-C01-010-A0003,CA-C01-010,DS01,cerro_azul,CAMPAIGN_01,4.000000000,6.000000000,2.000000000,0.199973007,0.000000000,0.000000000
CA-C01-010-A0004,CA-C01-010,DS01,cerro_azul,CAMPAIGN_01,6.000000000,8.000000000,2.000000000,0.207286693,0.000000000,0.000000000
CA-C01-010-A0005,CA-C01-010,DS01,cerro_azul,CAMPAIGN_01,8.000000000,10.000000000,2.000000000,0.195097212,0.000000000,0.000000000
CA-C01-010-A0006,CA-C01-010,DS01,cerro_azul,CAMPAIGN_01,10.000000000,12.000000000,2.000000000,0.225230399,0.000000000,0.000000000
CA-C01-010-A0007,CA-C01-010,DS01,cerro_azul,CAMPAIGN_01,12.000000000,14.000000000,2.000000000,0.231412003,0.000000000,0.000000000
CA-C01-010-A0008,CA-C01-010,DS01,cerro_azul,CAMPAIGN_01,14.000000000,16.000000000,2.000000000,0.243986543,0.000000000,0.000000000
CA-C01-010-A0009,CA-C01-010,DS01,cerro_azul,CAMPAIGN_01,16.000000000,18.000000000,2.000000000,0.240119806,0.000000000,0.000000000
CA-C01-010-A0010,CA-C01-010,DS01,cerro_azul,CAMPAIGN_01,18.000000000,20.000000000,2.000000000,0.255138850,0.000000000,0.000000000
